SEQ,çqãÛ,ìSìπ,ÉoÉX,çqãÛéûä‘,çqãÛîÔóp,ìSìπéûä‘,ìSìπîÔóp,ÉoÉXéûä‘,ÉoÉXîÔóp
1192,0,1,0,265,28850,333,18700,632,11700
1193,0,1,0,193,28850,296,18800,702,11700
1194,0,1,0,140,20100,227,14600,482,6000
1195,0,1,0,169,20100,177,13550,412,5800
1196,0,1,0,206,20100,239,14640,467,5800
1197,0,1,0,233,32000,323,19970,700,13150
1198,0,1,0,169,20100,177,13550,412,5800
1199,0,1,0,175,20450,282,16680,570,9500
1200,0,1,0,140,20100,227,14600,482,6000
1201,0,1,0,130,20100,236,14440,462,5900
1202,0,1,0,147,20100,239,14640,495,8970
1203,0,1,0,158,20100,230,15040,508,6950
1204,0,1,0,158,20100,230,15040,508,6950
1205,0,1,0,140,20100,227,14600,482,6000
1206,0,1,0,164,20100,262,14780,510,8700
1207,0,1,0,175,20100,202,13940,431,5700
1208,0,1,0,140,20100,227,14600,482,6000
1209,0,1,0,167,20100,207,13880,389,5500
1210,0,1,0,193,28850,296,18800,702,11700
1211,0,1,0,130,20100,236,14440,462,5900
1212,0,1,0,223,26000,389,21240,895,13000
1213,0,1,0,140,20100,227,14600,482,6000
1214,0,1,0,190,27100,273,17130,585,9800
1215,0,1,0,190,27100,273,17130,585,9800
1216,0,1,0,190,27100,273,17130,585,9800
1217,0,1,0,147,20100,239,14640,495,8970
1218,0,1,0,184,20100,236,14300,402,7890
1219,0,1,0,134,20100,202,14540,458,8300
1220,0,1,0,158,20100,230,15040,508,6950
1221,0,1,0,199,20100,239,15190,618,9200
1222,0,1,0,175,20100,202,13940,431,5700
1223,0,1,0,134,20100,202,14540,458,8300
1224,0,1,0,140,20100,227,14600,482,6000
1225,0,1,0,194,28950,251,17580,591,9800
1226,0,1,0,182,20100,214,13980,526,8460
1227,0,1,0,181,20100,236,14950,567,8900
1228,0,1,0,184,20100,236,14300,402,7890
1229,0,1,0,140,20100,227,14600,482,6000
1230,0,1,0,178,20100,211,13910,437,8360
1231,0,1,0,191,20100,248,14340,457,8870
1232,0,1,0,158,20100,230,15040,508,6950
1233,0,1,0,160,20100,259,14950,570,8970
1234,0,1,0,200,28950,276,17340,585,10500
1235,0,1,0,200,28950,276,17340,585,10500
1236,0,1,0,182,20100,214,13980,526,8460
1237,0,1,0,140,20100,227,14600,482,6000
1238,0,1,0,190,27100,273,17130,585,9800
1239,0,1,0,216,20100,211,13980,507,8300
1240,0,1,0,193,22730,308,15820,595,9000
1241,0,1,0,140,20100,227,14600,482,6000
1242,0,1,0,175,20100,202,13940,431,5700
1243,0,1,0,140,20100,227,14600,482,6000
1244,0,1,0,178,20100,211,13910,437,8360
1245,0,1,0,200,28950,276,17340,585,10500
1246,0,1,0,140,20100,227,14600,482,6000
1247,0,1,0,181,20100,236,14950,567,8900
1248,0,1,0,130,20100,236,14440,462,5900
1249,0,1,0,140,20100,227,14600,482,6000
1250,0,1,0,140,20100,227,14600,482,6000
1251,0,1,0,158,20100,230,15040,508,6950
1252,0,1,0,140,20100,227,14600,482,6000
1253,0,1,0,168,26600,350,17860,600,10300
1254,0,1,0,184,27100,248,17050,530,9500
1255,0,1,0,223,20100,262,14510,550,8300
1256,0,1,0,150,20100,252,14780,425,8360
1257,0,1,0,199,28850,321,18870,629,11600
1258,0,1,0,174,20100,216,13900,411,8140
1259,0,1,0,194,28950,251,17580,591,9800
1260,0,1,0,174,20100,216,13900,411,8140
1261,0,1,0,140,20100,227,14600,482,6000
1262,0,1,0,175,20100,202,13940,431,5700
1263,0,1,0,175,20100,202,13940,431,5700
1264,0,1,0,175,20100,202,13940,431,5700
1265,0,1,0,140,20100,227,14600,482,6000
1266,0,1,0,175,20100,202,13940,431,5700
1267,0,1,0,140,20100,227,14600,482,6000
1268,0,1,0,206,20100,239,14640,467,5800
1269,0,1,0,177,20100,213,14430,405,7900
1270,0,1,0,140,20100,227,14600,482,6000
1271,0,1,0,140,20100,227,14600,482,6000
1272,0,1,0,158,20100,230,15040,508,6950
1273,0,1,0,183,26600,327,18100,607,10100
1274,0,1,0,185,20100,255,16030,540,9450
1275,0,1,0,175,20100,202,13940,431,5700
1276,0,1,0,147,20100,239,14640,495,8970
1277,0,1,0,124,20100,211,14360,474,5800
1278,0,1,0,160,20100,259,14950,570,8970
1279,0,1,0,225,20100,246,14840,427,8970
1280,0,1,0,160,20100,259,14950,570,8970
1281,0,1,0,150,20100,252,14780,425,8360
1282,0,1,0,175,20100,202,13940,431,5700
1283,0,1,0,206,20100,239,14640,467,5800
1284,0,1,0,184,20100,236,14300,402,7890
1285,0,1,0,175,20100,202,13940,431,5700
1286,0,1,0,174,20100,216,13900,411,8140
1287,0,1,0,124,20100,206,14330,462,8300
1288,0,1,0,140,20100,227,14600,482,6000
1289,0,1,0,175,20100,202,13940,431,5700
1290,0,1,0,150,20100,252,14780,425,8360
1291,0,1,0,140,20100,227,14600,482,6000
1292,0,1,0,175,20100,202,13940,431,5700
1293,0,1,0,228,17800,177,11220,477,6500
1294,0,1,0,150,20100,252,14780,425,8360
1295,0,1,0,130,20100,236,14440,462,5900
1296,0,1,0,184,20100,236,14300,402,7890
1297,0,1,0,130,20100,236,14440,462,5900
1298,0,1,0,184,20100,236,14300,402,7890
1299,0,1,0,157,20100,250,14740,532,8660
1300,0,1,0,140,20100,227,14600,482,6000
1301,0,1,0,150,20100,252,14780,425,8360
1302,0,1,0,130,20100,236,14440,462,5900
1303,0,1,0,175,20100,202,13940,431,5700
1304,0,1,0,175,20100,202,13940,431,5700
1305,0,1,0,140,20100,227,14600,482,6000
1306,0,1,0,157,20100,250,14740,532,8660
1307,0,1,0,140,20100,227,14600,482,6000
1308,0,1,0,197,28950,252,17350,591,9800
1309,0,1,0,155,20100,231,15040,508,6950
1310,0,1,0,191,20100,255,16030,540,9450
1311,0,1,0,190,20100,248,14480,416,5800
1312,0,1,0,152,20100,249,14740,532,8660
1313,0,1,0,200,28950,276,17340,585,10500
1314,0,1,0,238,20100,247,14020,387,8360
1315,0,1,0,183,22730,299,15780,546,7130
1316,0,1,0,188,27100,273,17130,585,9800
1317,0,1,0,178,20100,201,13940,431,5700
1318,0,1,0,198,28850,296,18570,702,11700
1319,0,1,0,167,20100,182,13260,405,7080
1320,0,1,0,175,20100,177,13320,412,5800
1321,0,1,0,211,31200,393,21130,735,13250
1322,0,1,0,214,20100,199,12430,410,6820
1323,0,1,0,185,20100,214,13980,526,8460
1324,0,1,0,201,28850,320,18870,629,11600
1325,0,1,0,146,20100,251,14780,425,8360
1326,0,1,0,173,20100,260,15380,630,9050
1327,0,1,0,129,20100,236,14440,462,5900
1328,0,1,0,185,27100,249,16820,530,9500
1329,0,1,0,178,20100,201,13940,431,5700
1330,0,1,0,169,20100,213,14430,405,7900
1331,0,1,0,198,28850,296,18570,702,11700
1332,0,1,0,198,28850,296,18570,702,11700
1333,0,1,0,136,20100,227,14600,482,6000
1334,0,1,0,208,31200,369,20300,730,12000
1335,0,1,0,197,20100,239,14640,467,5800
1336,0,1,0,133,20100,203,14290,458,8300
1337,0,1,0,167,20100,182,13260,405,7080
1338,0,1,0,185,27100,249,16820,530,9500
1339,0,1,0,178,20100,201,13940,431,5700
1340,0,1,0,239,20100,213,13660,428,5800
1341,0,1,0,136,20100,227,14600,482,6000
1342,0,1,0,201,28850,320,18870,629,11600
1343,0,1,0,136,20100,227,14600,482,6000
1344,0,1,0,143,20100,240,14640,495,8970
1345,0,1,0,175,20100,237,14950,567,8900
1346,0,1,0,129,20100,236,14440,462,5900
1347,0,1,0,191,20100,255,16030,540,9450
1348,0,1,0,188,27100,273,17130,585,9800
1349,0,1,0,155,20100,231,15040,508,6950
1350,0,1,0,129,20100,236,14440,462,5900
1351,0,1,0,231,20100,218,13600,375,5300
1352,0,1,0,188,27100,273,17130,585,9800
1353,0,1,0,262,28850,332,18700,632,11700
1354,0,1,0,170,20100,206,13880,389,5500
1355,0,1,0,320,32100,358,19040,640,12640
1356,0,1,0,155,20100,231,15040,508,6950
1357,0,1,0,201,28850,320,18870,629,11600
1358,0,1,0,136,20100,227,14600,482,6000
1359,0,1,0,231,20100,311,15990,480,10090
1360,0,1,0,185,27100,249,16820,530,9500
1361,0,1,0,191,20100,255,16030,540,9450
1362,0,1,0,320,32100,358,19040,640,12640
1363,0,1,0,197,28950,252,17350,591,9800
1364,0,1,0,178,20100,201,13940,431,5700
1365,0,1,0,136,20100,227,14600,482,6000
1366,0,1,0,200,28950,276,17340,585,10500
1367,0,1,0,261,28950,288,17490,521,9800
1368,0,1,0,175,20100,177,13320,412,5800
1369,0,1,0,133,20100,203,14290,458,8300
1370,0,1,0,185,27100,249,16820,530,9500
1371,0,1,0,226,17450,178,11220,477,6500
1372,0,1,0,136,20100,227,14600,482,6000
1373,0,1,0,188,27100,273,17130,585,9800
1374,0,1,0,246,20100,237,14130,457,8300
1375,0,1,0,201,28850,320,18870,629,11600
1376,0,1,0,175,20100,177,13320,412,5800
1377,0,1,0,261,28950,288,17490,521,9800
1378,0,1,0,201,28850,320,18870,629,11600
1379,0,1,0,155,20100,231,15040,508,6950
1380,0,1,0,155,20100,231,15040,508,6950
1381,0,1,0,170,20100,206,13880,389,5500
1382,0,1,0,146,20100,251,14780,425,8360
1383,0,1,0,155,20100,231,15040,508,6950
1384,0,1,0,191,20100,255,16030,540,9450
1385,0,1,0,188,27100,273,17130,585,9800
1386,0,1,0,155,20100,231,15040,508,6950
1387,0,1,0,177,20100,235,14300,402,7890
1388,0,1,0,136,20100,227,14600,482,6000
1389,0,1,0,146,20100,251,14780,425,8360
1390,0,1,0,178,20100,201,13940,431,5700
1391,0,1,0,136,20100,227,14600,482,6000
1392,0,1,0,136,20100,227,14600,482,6000
1393,0,1,0,136,20100,227,14600,482,6000
1394,0,1,0,129,20100,236,14440,462,5900
1395,0,1,0,155,20100,231,15040,508,6950
1396,0,1,0,136,20100,227,14600,482,6000
1397,0,1,0,226,17450,178,11220,477,6500
1398,0,1,0,136,20100,227,14600,482,6000
1399,0,1,0,136,20100,227,14600,482,6000
1400,0,1,0,146,20100,251,14780,425,8360
1401,0,1,0,178,20100,201,13940,431,5700
1402,0,1,0,177,20100,216,13900,411,8140
1403,0,1,0,252,20100,319,18390,480,9000
1404,0,1,0,178,20100,201,13940,431,5700
1405,0,1,0,177,20100,235,14300,402,7890
1406,0,1,0,136,20100,227,14600,482,6000
1407,0,1,0,226,17450,178,11220,477,6500
1408,0,1,0,121,20100,205,14330,462,8300
1409,0,1,0,178,20100,201,13940,431,5700
1410,0,1,0,226,17450,178,11220,477,6500
1411,0,1,0,136,20100,227,14600,482,6000
1412,0,1,0,136,20100,227,14600,482,6000
1413,0,1,0,152,20100,249,14740,532,8660
1414,0,1,0,136,20100,227,14600,482,6000
1415,0,1,0,136,20100,227,14600,482,6000
1416,0,1,0,170,20100,206,13880,389,5500
1417,0,1,0,136,20100,227,14600,482,6000
1418,0,1,0,143,20100,240,14640,495,8970
1419,0,1,0,136,20100,227,14600,482,6000
1420,0,1,0,226,17450,178,11220,477,6500
1421,0,1,0,136,20100,227,14600,482,6000
1422,0,1,0,204,20100,263,14790,517,8900
1423,0,1,0,136,20100,227,14600,482,6000
1424,0,1,0,175,20100,202,13940,431,5700
1425,0,1,0,182,20100,214,13980,526,8460
1426,0,1,0,134,20100,202,14540,458,8300
1427,0,1,0,212,20100,188,13450,378,7600
1428,0,1,0,206,20100,239,14640,467,5800
1429,0,1,0,165,20100,242,15190,555,9050
1430,0,1,0,165,20100,242,15190,555,9050
1431,0,1,0,177,20100,213,14430,405,7900
1432,0,1,0,177,20100,213,14430,405,7900
1433,0,1,0,140,20100,227,14600,482,6000
1434,0,1,0,245,20100,237,14130,457,8300
1435,0,1,0,212,20100,188,13450,378,7600
1436,0,1,0,174,20100,216,13900,411,8140
1437,0,1,0,199,28850,321,18870,629,11600
1438,0,1,0,130,20100,236,14440,462,5900
1439,0,1,0,190,27100,273,17130,585,9800
1440,0,1,0,206,20100,239,14640,467,5800
1441,0,1,0,223,20100,262,14510,550,8300
1442,0,1,0,160,20100,259,14950,570,8970
1443,0,1,0,199,28850,321,18870,629,11600
1444,0,1,0,158,20100,230,15040,508,6950
1445,0,1,0,199,28850,321,18870,629,11600
1446,0,1,0,193,28850,296,18800,702,11700
1447,0,1,0,224,20100,242,14870,430,8300
1448,0,1,0,224,22450,443,16230,550,8500
1449,0,1,0,193,28850,296,18800,702,11700
1450,0,1,0,181,20100,236,14950,567,8900
1451,0,1,0,199,28850,321,18870,629,11600
1452,0,1,0,196,20100,248,14480,416,5800
1453,0,1,0,130,20100,236,14440,462,5900
1454,0,1,0,140,20100,227,14600,482,6000
1455,0,1,0,158,20100,230,15040,508,6950
1456,0,1,0,140,20100,227,14600,482,6000
1457,0,1,0,158,20100,230,15040,508,6950
1458,0,1,0,158,20100,230,15040,508,6950
1459,0,1,0,147,20100,239,14640,495,8970
1460,0,1,0,140,20100,227,14600,482,6000
1461,0,1,0,193,28850,296,18800,702,11700
1462,0,1,0,134,20100,202,14540,458,8300
1463,0,1,0,206,20100,239,14640,467,5800
1464,0,1,0,206,20100,239,14640,467,5800
1465,0,1,0,134,20100,202,14540,458,8300
1466,0,1,0,175,20100,202,13940,431,5700
1467,0,1,0,140,20100,227,14600,482,6000
1468,0,1,0,221,20100,222,13810,347,7950
1469,0,1,0,190,27100,273,17130,585,9800
1470,0,1,0,195,20100,230,14490,529,8460
1471,0,1,0,196,20100,248,14480,416,5800
1472,0,1,0,199,28850,321,18870,629,11600
1473,0,1,0,199,20100,239,15190,618,9200
1474,0,1,0,175,20100,202,13940,431,5700
1475,0,1,0,292,20100,293,18050,410,8300
1476,0,1,0,212,20100,188,13450,378,7600
1477,0,1,0,241,20100,214,13660,428,5800
1478,0,1,0,182,20100,214,13980,526,8460
1479,0,1,0,140,20100,227,14600,482,6000
1480,0,1,0,140,20100,227,14600,482,6000
1481,0,1,0,134,20100,202,14540,458,8300
1482,0,1,0,206,20100,239,14640,467,5800
1483,0,1,0,140,20100,227,14600,482,6000
1484,0,1,0,130,20100,236,14440,462,5900
1485,0,1,0,174,20100,216,13900,411,8140
1486,0,1,0,169,20100,177,13550,412,5800
1487,0,1,0,140,20100,227,14600,482,6000
1488,0,1,0,175,20100,202,13940,431,5700
1489,0,1,0,150,20100,252,14780,425,8360
1490,0,1,0,140,20100,227,14600,482,6000
1491,0,1,0,199,28850,321,18870,629,11600
1492,0,1,0,130,20100,236,14440,462,5900
1493,0,1,0,175,20100,202,13940,431,5700
1494,0,1,0,206,20100,239,14640,467,5800
1495,0,1,0,140,20100,227,14600,482,6000
1496,0,1,0,199,28850,321,18870,629,11600
1497,0,1,0,157,20100,250,14740,532,8660
1498,0,1,0,233,32000,323,19970,700,13150
1499,0,1,0,181,20100,236,14950,567,8900
1500,0,1,0,199,28850,321,18870,629,11600
1501,0,1,0,209,20100,278,18090,616,11000
1502,0,1,0,130,20100,236,14440,462,5900
1503,0,1,0,184,20100,236,14300,402,7890
1504,0,1,0,182,29250,411,22510,682,12000
1505,0,1,0,181,20100,236,14950,567,8900
1506,0,1,0,175,20100,202,13940,431,5700
1507,0,1,0,206,20100,239,14640,467,5800
1508,0,1,0,124,20100,206,14330,462,8300
1509,0,1,0,206,20100,239,14640,467,5800
1510,0,1,0,185,20100,255,16030,540,9450
1511,0,1,0,190,27100,273,17130,585,9800
1512,0,1,0,134,20100,202,14540,458,8300
1513,0,1,0,241,20100,214,13660,428,5800
1514,0,1,0,147,20100,239,14640,495,8970
1515,0,1,0,223,20100,262,14510,550,8300
1516,0,1,0,140,20100,227,14600,482,6000
1517,0,1,0,140,20100,227,14600,482,6000
1518,0,1,0,222,20100,243,14770,435,8900
1519,0,1,0,140,20100,227,14600,482,6000
1520,0,1,0,140,20100,227,14600,482,6000
1521,0,1,0,140,20100,227,14600,482,6000
1522,0,1,0,140,20100,227,14600,482,6000
1523,0,1,0,190,27100,273,17130,585,9800
1524,0,1,0,178,20100,211,13910,437,8360
1525,0,1,0,190,27100,273,17130,585,9800
1526,0,1,0,184,20100,236,14300,402,7890
1527,0,1,0,140,20100,227,14600,482,6000
1528,0,1,0,140,20100,227,14600,482,6000
1529,0,1,0,134,20100,202,14540,458,8300
1530,0,1,0,174,20100,216,13900,411,8140
1531,0,1,0,195,20100,230,14490,529,8460
1532,0,1,0,190,27100,273,17130,585,9800
1533,0,1,0,175,20100,202,13940,431,5700
1534,0,1,0,184,20100,236,14300,402,7890
1535,0,1,0,167,20100,207,13880,389,5500
1536,0,1,0,130,20100,236,14440,462,5900
1537,0,1,0,158,20100,230,15040,508,6950
1538,0,1,0,150,20100,252,14780,425,8360
1539,0,1,0,158,20100,230,15040,508,6950
1540,0,1,0,178,20100,211,13910,437,8360
1541,0,1,0,206,20100,239,14640,467,5800
1542,0,1,0,140,20100,227,14600,482,6000
1543,0,1,0,130,20100,236,14440,462,5900
1544,0,1,0,157,20100,250,14740,532,8660
1545,0,1,0,157,20100,250,14740,532,8660
1546,0,1,0,195,20100,230,14490,529,8460
1547,0,1,0,175,20100,202,13940,431,5700
1548,0,1,0,140,20100,227,14600,482,6000
1549,0,1,0,150,20100,252,14780,425,8360
1550,0,1,0,208,20100,216,13920,470,7650
1551,0,1,0,140,20100,227,14600,482,6000
1552,0,1,0,150,20100,252,14780,425,8360
1553,0,1,0,140,20100,227,14600,482,6000
1554,0,1,0,140,20100,227,14600,482,6000
1555,0,1,0,201,27950,317,21830,646,11930
1556,0,1,0,177,20100,235,14300,402,7890
1557,0,1,0,155,20100,231,15040,508,6950
1558,0,1,0,155,20100,231,15040,508,6950
1559,0,1,0,136,20100,227,14600,482,6000
1560,0,1,0,175,20100,177,13320,412,5800
1561,0,1,0,201,28850,320,18870,629,11600
1562,0,1,0,298,29250,241,18050,483,10300
1563,0,1,0,155,20100,231,15040,508,6950
1564,0,1,0,191,20100,255,16030,540,9450
1565,0,1,0,167,20100,182,13260,405,7080
1566,0,1,0,178,20100,201,13940,431,5700
1567,0,1,0,178,20100,201,13940,431,5700
1568,0,1,0,136,20100,227,14600,482,6000
1569,0,1,0,211,20100,187,13450,378,7600
1570,0,1,0,190,20100,248,14480,416,5800
1571,0,1,0,136,20100,227,14600,482,6000
1572,0,1,0,136,20100,227,14600,482,6000
1573,0,1,0,223,25150,244,17240,565,10000
1574,0,1,0,201,28850,320,18870,629,11600
1575,0,1,0,178,20100,201,13940,431,5700
1576,0,1,0,133,20100,203,14290,458,8300
1577,0,1,0,201,28850,320,18870,629,11600
1578,0,1,0,178,20100,201,13940,431,5700
1579,0,1,0,246,20100,237,14130,457,8300
1580,0,1,0,136,20100,227,14600,482,6000
1581,0,1,0,129,20100,236,14440,462,5900
1582,0,1,0,133,20100,203,14290,458,8300
1583,0,1,0,133,20100,203,14290,458,8300
1584,0,1,0,178,20100,201,13940,431,5700
1585,0,1,0,133,20100,203,14290,458,8300
1586,0,1,0,197,20100,239,14640,467,5800
1587,0,1,0,133,20100,203,14290,458,8300
1588,0,1,0,216,20100,243,14870,430,8300
1589,0,1,0,183,22730,299,15780,546,7130
1590,0,1,0,155,20100,231,15040,508,6950
1591,0,1,0,201,28850,320,18870,629,11600
1592,0,1,0,155,20100,231,15040,508,6950
1593,0,1,0,152,20100,249,14740,532,8660
1594,0,1,0,200,28950,276,17340,585,10500
1595,0,1,0,238,20100,247,14020,387,8360
1596,0,1,0,129,20100,236,14440,462,5900
1597,0,1,0,126,20100,212,14130,474,5800
1598,0,1,0,136,20100,227,14600,482,6000
1599,0,1,0,177,20100,235,14300,402,7890
1600,0,1,0,175,20100,177,13320,412,5800
1601,0,1,0,201,28850,320,18870,629,11600
1602,0,1,0,194,20100,241,15190,618,9200
1603,0,1,0,188,27100,273,17130,585,9800
1604,0,1,0,129,20100,236,14440,462,5900
1605,0,1,0,129,20100,236,14440,462,5900
1606,0,1,0,155,20100,231,15040,508,6950
1607,0,1,0,155,20100,231,15040,508,6950
1608,0,1,0,178,20100,201,13940,431,5700
1609,0,1,0,191,20100,255,16030,540,9450
1610,0,1,0,136,20100,227,14600,482,6000
1611,0,1,0,136,20100,227,14600,482,6000
1612,0,1,0,201,28850,320,18870,629,11600
1613,0,1,0,170,20100,224,13900,400,8350
1614,0,1,0,201,28850,320,18870,629,11600
1615,0,1,0,188,27100,273,17130,585,9800
1616,0,1,0,204,20100,263,14790,517,8900
1617,0,1,0,146,20100,251,14780,425,8360
1618,0,1,0,201,28850,320,18870,629,11600
1619,0,1,0,188,27100,273,17130,585,9800
1620,0,1,0,178,20100,201,13940,431,5700
1621,0,1,0,136,20100,227,14600,482,6000
1622,0,1,0,136,20100,227,14600,482,6000
1623,0,1,0,197,20100,239,14640,467,5800
1624,0,1,0,200,28950,276,17340,585,10500
1625,0,1,0,175,20100,177,13320,412,5800
1626,0,1,0,136,20100,227,14600,482,6000
1627,0,1,0,170,20100,206,13880,389,5500
1628,0,1,0,136,20100,227,14600,482,6000
1629,0,1,0,155,20100,231,15040,508,6950
1630,0,1,0,178,20100,201,13940,431,5700
1631,0,1,0,136,20100,227,14600,482,6000
1632,0,1,0,136,20100,227,14600,482,6000
1633,0,1,0,136,20100,227,14600,482,6000
1634,0,1,0,191,20100,255,16030,540,9450
1635,0,1,0,174,20100,211,13680,437,8360
1636,0,1,0,190,20100,248,14480,416,5800
1637,0,1,0,188,20100,235,14430,515,8260
1638,0,1,0,178,20100,201,13940,431,5700
1639,0,1,0,152,20100,249,14740,532,8660
1640,0,1,0,197,20100,239,14640,467,5800
1641,0,1,0,133,20100,203,14290,458,8300
1642,0,1,0,136,20100,227,14600,482,6000
1643,0,1,0,133,20100,203,14290,458,8300
1644,0,1,0,155,20100,231,15040,508,6950
1645,0,1,0,191,20100,255,16030,540,9450
1646,0,1,0,209,20100,216,13920,470,7650
1647,0,1,0,229,27100,360,17340,515,9650
1648,0,1,0,191,20100,255,16030,540,9450
1649,0,1,0,191,20100,255,16030,540,9450
1650,0,1,0,238,20100,247,14020,387,8360
1651,0,1,0,136,20100,227,14600,482,6000
1652,0,1,0,155,20100,231,15040,508,6950
1653,0,1,0,152,20100,249,14740,532,8660
1654,0,1,0,136,20100,227,14600,482,6000
1655,0,1,0,136,20100,227,14600,482,6000
1656,0,1,0,169,20100,213,14430,405,7900
1657,0,1,0,217,20100,211,13980,507,8300
1658,0,1,0,133,20100,203,14290,458,8300
1659,0,1,0,136,20100,227,14600,482,6000
1660,0,1,0,152,20100,249,14740,532,8660
1661,0,1,0,178,20100,201,13940,431,5700
1662,0,1,0,211,20100,187,13450,378,7600
1663,0,1,0,298,29250,241,18050,483,10300
1664,0,1,0,155,20100,231,15040,508,6950
1665,0,1,0,136,20100,227,14600,482,6000
1666,0,1,0,211,20100,187,13450,378,7600
1667,0,1,0,204,20100,263,14790,517,8900
1668,0,1,0,162,20100,244,15190,555,9050
1669,0,1,0,175,20100,177,13320,412,5800
1670,0,1,0,155,20100,231,15040,508,6950
1671,0,1,0,136,20100,227,14600,482,6000
1672,0,1,0,170,20100,206,13880,389,5500
1673,0,1,0,175,20100,177,13320,412,5800
1674,0,1,0,136,20100,227,14600,482,6000
1675,0,1,0,177,20100,216,13900,411,8140
1676,0,1,0,194,20100,241,15190,618,9200
1677,0,1,0,188,27100,273,17130,585,9800
1678,0,1,0,136,20100,227,14600,482,6000
1679,0,1,0,239,20100,213,13660,428,5800
1680,0,1,0,178,20100,201,13940,431,5700
1681,0,1,0,136,20100,227,14600,482,6000
1682,0,1,0,175,20100,237,14950,567,8900
1683,0,1,0,246,20100,237,14130,457,8300
1684,0,1,0,174,20100,192,13070,465,5800
1685,0,1,0,136,20100,227,14600,482,6000
1686,0,1,0,136,20100,227,14600,482,6000
1687,0,1,0,136,20100,227,14600,482,6000
1688,0,1,0,133,20100,203,14290,458,8300
1689,0,1,0,133,20100,203,14290,458,8300
1690,0,1,0,175,20100,237,14950,567,8900
1691,0,1,0,239,20100,213,13660,428,5800
1692,0,1,0,121,20100,205,14330,462,8300
1693,0,1,0,129,20100,236,14440,462,5900
1694,0,1,0,136,20100,227,14600,482,6000
1695,0,1,0,175,20100,177,13320,412,5800
1696,0,1,0,170,20100,206,13880,389,5500
1697,0,1,0,129,20100,236,14440,462,5900
1698,0,1,0,178,20100,201,13940,431,5700
1699,0,1,0,146,20100,251,14780,425,8360
1700,0,1,0,157,24300,267,18260,640,10500
1701,0,1,0,199,28850,321,18870,629,11600
1702,0,1,0,233,32000,323,19970,700,13150
1703,0,1,0,199,28850,321,18870,629,11600
1704,0,1,0,186,21950,195,14340,420,9000
1705,0,1,0,177,21950,206,14420,445,9500
1706,0,1,0,114,20050,229,15110,540,10000
1707,0,1,0,193,28850,296,18800,702,11700
1708,0,1,0,193,28850,296,18800,702,11700
1709,0,1,0,226,21950,204,15070,485,10000
1710,0,1,0,121,20050,220,15270,527,7000
1711,0,1,0,131,20050,244,15450,510,10200
1712,0,1,0,199,28850,321,18870,629,11600
1713,0,1,0,121,20050,220,15270,527,7000
1714,0,1,0,238,50900,252,13580,500,8350
1715,0,1,0,121,20050,220,15270,527,7000
1716,0,1,0,199,28850,321,18870,629,11600
1717,0,1,0,121,20050,220,15270,527,7000
1718,0,1,0,145,17200,305,11210,320,5550
1719,0,1,0,193,28850,296,18800,702,11700
1720,0,1,0,199,28850,321,18870,629,11600
1721,0,1,0,233,32000,323,19970,700,13150
1722,0,1,0,265,28850,333,18700,632,11700
1723,0,1,0,158,20100,230,15040,508,6950
1724,0,1,0,185,20100,255,16030,540,9450
1725,0,1,0,185,20100,255,16030,540,9450
1726,0,1,0,168,26600,350,17860,600,10300
1727,0,1,0,189,16600,216,9810,270,4600
1728,0,1,0,201,28850,320,18870,629,11600
1729,0,1,0,127,19500,220,15270,527,7000
1730,0,1,0,201,28850,320,18870,629,11600
1731,0,1,0,188,27100,273,17130,585,9800
1732,0,1,0,223,21950,205,15070,485,10000
1733,0,1,0,223,21950,205,15070,485,10000
1734,0,1,0,180,30800,420,21130,844,12800
1735,0,1,0,183,26600,327,17480,607,10100
1736,0,1,0,162,19500,228,15860,560,10500
1737,0,1,0,162,19500,228,15860,560,10500
1738,0,1,0,167,15200,242,10820,345,5000
1739,0,1,0,127,19500,220,15270,527,7000
1740,0,1,0,206,21950,172,14080,429,5700
1741,0,1,0,223,25150,244,17240,565,10000
1742,0,1,0,201,28850,320,18870,629,11600
1743,0,1,0,191,20100,255,16030,540,9450
1744,0,1,0,198,28850,296,18570,702,11700
1745,0,1,0,198,21950,222,14760,435,9600
1746,0,1,0,181,30050,415,20810,667,11830
1747,0,1,0,127,19500,220,15270,527,7000
1748,0,1,0,185,27100,249,16820,530,9500
1749,0,1,0,188,27100,273,17130,585,9800
1750,0,1,0,188,27100,273,17130,585,9800
1751,0,1,0,188,27100,273,17130,585,9800
1752,0,1,0,200,28950,276,17340,585,10500
1753,0,1,0,188,27100,273,17130,585,9800
1754,0,1,0,200,28950,276,17340,585,10500
1755,0,1,0,188,27100,273,17130,585,9800
1756,0,1,0,185,27100,249,16820,530,9500
1757,0,1,0,205,17900,304,14480,271,6300
1758,0,1,0,168,26600,353,17860,600,10300
1759,0,1,0,127,19500,220,15270,527,7000
1760,0,1,0,203,21950,173,14080,429,5700
1761,0,1,0,265,28850,333,18700,632,11700
1762,0,1,0,220,26200,244,17240,565,10000
1763,0,1,0,220,26200,244,17240,565,10000
1764,0,1,0,177,21950,206,14420,445,9500
1765,0,1,0,157,20050,388,22490,850,15000
1766,0,1,0,293,52100,155,12430,458,7750
1767,0,1,0,163,20050,227,15860,560,10500
1768,0,1,0,140,20050,196,14770,478,6700
1769,0,1,0,163,20050,227,15860,560,10500
1770,0,1,0,121,20050,220,15270,527,7000
